,0
8021,-1
14756,-1
28616,-1
772,-1
28585,-1
14917,-1
20490,-1
33988,-1
12214,-1
18670,-1
7969,-1
27548,-1
32422,-1
277,-1
18137,-1
32447,-1
25642,-1
11858,-1
29686,-1
2279,-1
1912,-1
9523,-1
7336,-1
20418,1
36591,-1
32974,-1
19704,-1
33252,-1
37319,-1
5045,-1
24056,-1
34756,-1
13468,-1
35872,-1
26428,-1
31754,-1
2980,-1
1146,-1
22252,-1
24075,-1
20214,-1
25858,-1
37862,-1
14696,-1
35354,-1
32958,-1
12950,-1
261,-1
22522,-1
14483,-1
9606,-1
29435,-1
8528,-1
8568,-1
20970,-1
17367,-1
26971,-1
7989,-1
18119,-1
5001,-1
34241,-1
26629,-1
25980,-1
1427,-1
4990,-1
39360,1
35455,-1
23082,-1
35456,-1
2464,-1
37985,-1
20755,-1
27816,-1
17953,-1
18837,-1
1801,-1
23032,-1
39272,-1
39551,-1
20416,-1
14224,-1
34940,-1
6969,-1
33128,-1
1285,-1
30778,-1
21941,-1
1901,-1
29233,-1
31850,-1
1416,-1
33443,1
23006,-1
3715,-1
7745,-1
8124,-1
7625,-1
566,-1
20305,-1
12172,-1
17466,-1
13199,-1
19242,-1
21422,-1
22121,-1
20989,-1
7462,-1
11699,-1
14085,-1
29228,-1
5223,-1
6756,-1
21459,-1
11783,-1
13082,-1
12962,-1
26890,-1
15165,-1
17213,-1
18685,1
7653,1
22719,-1
1052,1
26052,-1
17626,-1
32396,-1
31386,-1
21161,-1
29954,-1
26330,1
4029,-1
1012,-1
15714,-1
7231,-1
8889,-1
1109,-1
38631,-1
15726,-1
1107,-1
38397,-1
1133,-1
25877,-1
4824,-1
28509,-1
15170,-1
16079,-1
3230,-1
17728,-1
13793,-1
29273,1
31368,-1
9330,-1
35537,-1
25336,-1
15922,-1
24266,-1
3855,-1
26045,-1
20747,-1
9568,-1
38005,-1
1491,-1
15236,-1
10192,-1
13680,-1
21944,-1
10718,-1
10877,-1
30365,-1
25030,-1
16100,-1
32927,-1
25175,-1
7609,-1
10491,-1
4237,1
30903,-1
3643,-1
10036,-1
22846,-1
32592,1
29584,-1
2767,-1
13192,-1
28156,-1
37397,-1
29729,-1
1090,-1
20364,-1
34859,-1
32126,-1
27943,-1
13108,-1
35632,-1
31188,-1
14095,-1
1048,-1
39617,-1
31479,-1
17041,-1
13172,-1
22087,-1
34877,1
13424,-1
12156,-1
32777,-1
19855,-1
9932,-1
29330,-1
2743,-1
16125,-1
842,-1
7778,-1
21278,-1
28703,-1
35496,-1
39170,-1
11335,-1
33322,-1
10955,-1
25369,-1
35217,-1
38198,-1
20071,-1
21860,-1
33406,-1
20853,-1
573,-1
14927,1
1465,-1
884,-1
15894,-1
25133,-1
29597,-1
13544,-1
2029,-1
35759,-1
13150,-1
16866,-1
28358,-1
17083,-1
31741,-1
5536,-1
34449,-1
15125,-1
29474,-1
25986,-1
28556,-1
3835,-1
23886,-1
17698,1
11764,-1
38969,-1
15232,-1
38437,-1
39778,-1
17287,-1
31745,-1
37066,-1
19863,-1
16026,1
17931,-1
31447,-1
36414,-1
37383,-1
19828,-1
33821,-1
16178,-1
36352,-1
3356,-1
32271,-1
1108,-1
29323,-1
19412,-1
26093,-1
25151,-1
6809,-1
19470,-1
6418,1
38695,-1
13685,-1
18661,-1
31277,1
23208,-1
22688,-1
37514,-1
14280,-1
5159,-1
5757,-1
441,1
3886,-1
33560,-1
9561,1
28922,-1
7168,-1
11376,-1
491,-1
4884,-1
28055,-1
29834,-1
38134,-1
18317,-1
4689,-1
31978,-1
36443,-1
16420,-1
1339,-1
11444,-1
8439,-1
17877,-1
21521,-1
27854,-1
15656,-1
1441,1
15306,-1
11931,-1
25543,-1
11072,-1
34490,1
22417,-1
36950,-1
24164,-1
33602,-1
23789,-1
4726,1
4308,-1
31529,-1
38368,-1
38380,-1
24844,-1
34442,-1
33370,-1
23222,1
14145,-1
20552,-1
15118,-1
26701,-1
5395,-1
5382,-1
11448,-1
2232,-1
17386,-1
22355,-1
17122,-1
30566,-1
20813,-1
10812,-1
29751,1
17089,-1
29678,-1
36089,-1
32309,-1
20537,-1
26406,-1
26363,-1
29920,-1
13469,-1
6480,1
3150,-1
34893,-1
9658,-1
3095,-1
27505,-1
22037,-1
8615,1
10062,-1
861,-1
17126,-1
24012,-1
35059,1
23213,-1
35313,-1
7840,-1
23102,1
6730,-1
12348,-1
8388,1
268,1
2935,1
15211,-1
37523,-1
12918,-1
36325,-1
3115,-1
25803,-1
10949,-1
28628,-1
1553,-1
16921,-1
3737,-1
4890,-1
13702,-1
27795,1
11430,-1
10850,-1
5523,-1
8925,-1
1423,-1
27269,-1
52,-1
9918,-1
1846,-1
11797,-1
274,-1
38718,-1
30521,-1
34195,-1
5262,-1
28617,-1
16028,-1
34282,-1
20204,-1
33540,-1
5640,-1
39286,-1
32910,-1
6062,-1
22561,-1
15718,-1
26889,-1
39266,-1
5883,-1
23330,-1
15483,-1
25647,-1
5960,-1
2081,-1
36150,-1
24867,-1
7753,-1
24598,-1
37439,-1
24786,-1
11327,-1
3852,-1
30235,-1
22513,-1
5533,-1
35776,-1
33211,-1
38913,-1
39205,-1
13287,-1
30108,-1
21626,-1
23263,-1
16817,-1
19737,-1
37871,-1
20788,-1
32746,-1
13984,-1
2348,-1
32405,1
6904,-1
38587,1
13653,-1
5857,-1
29614,-1
11605,-1
8480,1
30180,-1
14898,-1
38715,-1
28587,-1
2532,1
13604,1
18128,-1
37499,-1
28416,-1
3242,1
18306,-1
1396,-1
18974,1
5466,1
28629,-1
23,-1
3028,-1
8357,-1
940,-1
20840,-1
19573,-1
28275,-1
20186,-1
4034,-1
2863,-1
26361,-1
1188,-1
36519,-1
6233,-1
8403,-1
28883,-1
5288,-1
21530,-1
39014,1
15750,-1
35556,-1
3388,-1
1788,-1
7134,-1
39542,-1
23807,-1
4729,-1
3154,-1
1623,-1
33774,1
39023,-1
13174,-1
17631,-1
22581,-1
1512,-1
17962,-1
11011,-1
21010,-1
12042,-1
29976,-1
22179,-1
30222,-1
28240,-1
14827,-1
12418,1
29502,-1
27915,-1
2826,-1
11947,-1
16349,-1
14874,1
8406,-1
5179,-1
27866,1
308,-1
8552,1
2247,-1
5377,1
8132,-1
12994,-1
8537,-1
3635,-1
28088,-1
18035,-1
32597,-1
11798,-1
37212,1
4519,-1
19090,-1
20430,-1
22329,-1
21079,-1
5847,-1
13099,-1
2138,-1
30104,-1
6650,-1
38335,-1
29652,-1
29737,-1
1570,-1
6747,-1
26501,-1
7294,-1
12832,-1
3929,-1
21656,-1
24590,-1
34147,-1
8375,-1
37309,-1
20227,-1
37970,-1
16051,-1
15590,-1
23349,-1
28186,-1
17298,-1
2273,-1
16398,-1
12085,-1
20361,-1
14183,-1
35255,-1
38334,-1
27372,1
14784,-1
8341,-1
18424,-1
2527,-1
29797,-1
35647,-1
9403,-1
5195,-1
29947,-1
19062,-1
22370,-1
39005,-1
7981,-1
30993,-1
21439,-1
8122,-1
25061,-1
7678,-1
16902,-1
2323,-1
6465,-1
27305,-1
35673,-1
35614,-1
1113,-1
7409,-1
37094,-1
9687,-1
27484,-1
18654,-1
25430,-1
33668,-1
23858,-1
3488,-1
21476,-1
1576,-1
34499,-1
32542,-1
18396,-1
1603,-1
23536,-1
21724,-1
38188,-1
585,-1
18842,-1
8647,-1
32692,-1
29653,-1
21790,-1
15421,-1
13648,-1
31527,-1
17227,-1
25587,-1
8331,-1
4199,-1
5687,-1
39892,-1
27234,-1
22643,-1
20158,-1
25272,-1
12104,-1
17911,-1
35163,1
7915,-1
25501,-1
15740,-1
35709,-1
32867,-1
14290,-1
2360,-1
31771,-1
35166,-1
38944,-1
15709,-1
5226,-1
5916,1
5018,-1
36594,-1
4738,-1
8560,-1
30389,-1
35022,-1
13561,-1
3416,-1
12821,1
30597,-1
6136,-1
480,-1
25748,-1
2135,-1
34473,-1
17050,-1
1165,-1
12990,-1
27841,-1
15071,-1
39710,-1
7411,-1
21578,-1
9287,1
6048,1
4384,-1
37312,-1
22655,-1
18938,-1
25276,-1
1819,-1
21208,-1
27308,-1
27758,-1
10500,-1
31193,-1
1807,-1
8194,1
29930,-1
10539,1
30127,-1
3568,-1
24804,-1
39396,-1
14583,-1
3885,-1
16551,-1
33356,1
34167,1
19471,-1
5011,-1
39429,-1
10676,-1
342,-1
20807,-1
7474,-1
38655,-1
5114,-1
18237,-1
7024,-1
15135,-1
30955,-1
15011,-1
25264,-1
36449,-1
5321,-1
7920,-1
32799,-1
9441,-1
21430,-1
19577,-1
39607,-1
5598,1
29040,-1
7555,-1
1590,-1
39303,-1
5874,-1
19635,1
37580,-1
24965,-1
33345,-1
4530,-1
24893,-1
7589,-1
1240,1
25922,-1
34284,-1
31977,-1
37535,-1
23068,-1
19559,-1
21601,-1
39760,-1
9281,-1
3628,-1
29870,-1
24619,-1
16269,-1
7401,-1
21963,1
11863,-1
9378,-1
35399,-1
39018,-1
33182,-1
33233,-1
30804,-1
26830,-1
24992,-1
20905,-1
4165,-1
5227,-1
16812,-1
35730,-1
2237,-1
24613,1
39117,-1
18618,-1
15614,-1
34734,-1
11625,-1
26642,-1
6528,-1
6994,-1
26615,-1
8561,-1
17914,-1
14644,-1
4639,-1
37736,-1
39418,-1
17828,1
38520,1
13095,-1
26103,-1
1253,-1
21791,-1
430,-1
13857,-1
31651,-1
14442,-1
39040,-1
37903,-1
34952,-1
24166,-1
7811,-1
24868,-1
28857,-1
38076,-1
38853,-1
75,-1
8358,-1
6753,-1
14131,1
22594,-1
4009,-1
22349,-1
12272,-1
6271,-1
11710,-1
37415,-1
10171,-1
708,-1
14833,-1
14273,1
8504,-1
35280,-1
35424,-1
4455,-1
7911,-1
9366,-1
30293,-1
35413,-1
32570,-1
17734,-1
35054,1
31859,-1
39711,-1
32881,-1
10853,-1
11841,-1
34863,-1
38852,-1
22475,-1
13573,-1
5821,-1
16847,-1
8844,-1
1412,-1
725,-1
7468,-1
31102,-1
25898,1
6978,-1
2185,-1
8239,-1
21037,-1
15854,-1
6165,-1
37528,-1
4291,-1
7557,-1
776,-1
21588,-1
24096,-1
37343,-1
1,-1
1876,-1
7119,-1
29230,-1
8613,-1
32158,-1
24283,-1
24960,-1
6633,1
36758,-1
14983,-1
26815,-1
9183,-1
37052,-1
4932,-1
61,-1
32091,-1
24984,-1
38294,1
39903,-1
35935,-1
20177,-1
39084,1
22234,-1
6682,-1
38716,-1
36438,-1
33716,-1
15998,-1
18401,-1
27245,-1
36521,1
12556,1
37631,-1
26662,-1
36903,-1
12854,-1
30507,-1
24956,-1
17132,-1
8156,-1
24341,-1
7448,-1
2952,-1
15013,-1
12642,-1
3113,-1
3375,-1
15220,-1
10324,-1
6551,-1
33699,-1
438,-1
14335,-1
564,-1
10593,-1
6912,-1
39635,-1
32469,-1
30269,-1
38501,-1
39943,-1
24888,-1
13151,-1
14731,-1
25290,-1
35023,-1
31281,-1
12570,-1
34234,-1
2525,-1
21130,-1
35266,-1
35463,-1
4351,-1
27170,-1
9285,-1
3419,-1
9073,-1
24076,-1
5553,-1
29002,-1
22635,-1
37478,-1
27313,-1
38458,-1
16332,-1
9682,1
35300,-1
30456,-1
20730,-1
26316,-1
19165,-1
5795,-1
911,1
3604,1
10575,1
20368,-1
35491,-1
4421,-1
35761,1
5102,-1
34596,-1
29156,-1
29021,-1
29854,-1
23422,-1
5354,-1
26566,-1
24065,-1
251,-1
25325,-1
29303,-1
23556,-1
25930,-1
30964,-1
14221,-1
14971,-1
1045,-1
25535,-1
18673,-1
1704,-1
31141,-1
8091,-1
30479,-1
12792,-1
28697,-1
681,-1
35779,-1
38743,1
38656,-1
4157,-1
3942,-1
23896,-1
14544,-1
32497,-1
20196,-1
10999,-1
38724,-1
354,-1
5211,-1
22730,-1
24646,-1
16596,-1
25240,-1
5388,-1
2561,-1
18841,-1
38658,-1
39670,-1
13205,-1
11243,-1
5325,-1
7497,-1
34543,-1
21707,-1
6496,-1
7932,-1
35429,-1
2229,-1
11904,-1
5853,-1
8305,-1
31146,-1
25604,-1
38149,-1
5762,-1
24721,-1
86,1
17031,-1
21073,-1
8786,-1
11583,-1
11601,-1
29355,-1
34330,-1
12689,-1
11045,-1
31191,-1
29427,-1
6882,-1
37981,1
36033,-1
29665,-1
16889,-1
11355,-1
33542,-1
24308,-1
5638,-1
13581,-1
11499,-1
19578,-1
3922,-1
31661,-1
11807,-1
20949,-1
36832,-1
8929,-1
19415,-1
32474,-1
31130,-1
39687,-1
20904,-1
36724,1
19889,-1
3519,-1
27859,-1
22298,1
304,-1
27511,-1
13549,-1
37386,-1
27487,-1
22702,-1
10359,-1
7594,-1
39212,-1
28331,-1
15189,1
35409,-1
3063,-1
30172,-1
2115,-1
10065,-1
9035,-1
7289,-1
39370,-1
23787,-1
248,-1
30714,-1
5488,-1
22892,-1
14848,-1
10496,-1
13363,-1
21967,1
30514,-1
3836,-1
13738,-1
39672,-1
37089,-1
21026,-1
20160,-1
34901,-1
32047,-1
38509,-1
21369,-1
8760,-1
32004,-1
37175,-1
27903,1
7563,1
12515,-1
29043,-1
18195,-1
36115,-1
12240,-1
22726,-1
29695,-1
11449,-1
800,-1
21333,-1
15621,-1
16221,-1
8223,-1
20882,-1
8363,-1
28668,-1
12908,-1
39797,-1
28818,-1
30915,-1
33823,-1
30713,-1
24748,-1
27735,-1
9736,-1
32361,-1
29824,-1
6911,-1
12044,-1
26076,-1
11342,-1
31681,-1
4615,-1
10484,-1
10045,-1
6065,-1
12286,-1
21245,-1
9598,-1
1864,-1
25971,-1
19135,-1
22839,-1
32863,-1
23917,-1
33329,-1
38302,-1
6293,-1
6870,-1
18871,-1
36366,-1
83,1
979,-1
8394,-1
36722,-1
14524,-1
29170,-1
31959,-1
1599,-1
14914,-1
20474,-1
2295,-1
37036,-1
8293,-1
23746,-1
39416,-1
12496,-1
14653,-1
6631,-1
28473,-1
22023,-1
33166,1
3640,-1
27029,-1
24551,-1
28212,-1
19592,-1
27720,-1
15910,-1
36084,-1
4949,-1
3106,-1
35392,-1
17644,-1
36687,-1
18501,-1
8725,-1
15747,-1
13883,-1
21290,1
38611,-1
11484,-1
3619,-1
35242,-1
11247,-1
13064,-1
21396,-1
39928,-1
38264,-1
1282,-1
20623,-1
28050,-1
9831,-1
7579,-1
29814,-1
18956,-1
30704,-1
10781,1
12168,-1
6197,-1
34096,-1
36626,-1
33506,-1
31504,-1
17943,-1
37143,-1
15041,-1
28845,-1
23690,-1
5401,-1
15020,1
36866,-1
33624,-1
9506,-1
20868,-1
11238,-1
25157,-1
27419,-1
32451,1
22768,-1
35061,-1
2791,-1
37949,-1
16511,-1
19998,1
11014,-1
36970,-1
33670,-1
12640,-1
15108,-1
31589,-1
9448,-1
14773,-1
17305,1
5030,1
609,-1
330,-1
35669,-1
36565,-1
13302,-1
22788,-1
17411,-1
16674,-1
29714,-1
2649,1
18736,-1
25090,-1
25093,-1
7613,-1
35115,-1
26100,-1
27822,-1
25808,-1
2692,-1
316,-1
21338,-1
37520,-1
3581,1
11189,-1
5201,1
14723,-1
7892,-1
30827,-1
8723,-1
34626,-1
34846,-1
16468,-1
29612,1
30751,1
20419,-1
1243,-1
33169,-1
33223,-1
21185,-1
18127,-1
24510,-1
29951,-1
985,-1
39158,-1
5386,-1
17141,-1
1430,-1
22716,-1
26227,-1
21936,-1
28665,-1
6206,-1
36889,-1
7845,-1
33393,-1
709,-1
18238,-1
11609,-1
14940,-1
7743,-1
21221,-1
17202,-1
341,-1
3056,-1
27224,-1
18499,-1
5987,-1
35422,-1
28360,-1
10565,-1
25621,-1
19092,-1
4548,-1
34987,-1
30385,-1
1594,-1
22983,-1
30602,-1
26360,-1
26978,-1
21272,1
33403,1
13800,-1
37429,-1
16416,-1
37603,-1
13475,-1
39207,-1
12133,-1
19712,-1
23193,1
5662,-1
6340,1
7800,-1
14876,1
16912,-1
8161,1
21593,-1
34117,-1
35910,-1
17766,-1
26735,-1
7250,-1
24670,-1
1638,-1
18145,-1
14243,-1
28867,-1
11757,-1
9419,-1
5715,-1
18925,-1
843,-1
20699,-1
38417,-1
26356,-1
28779,-1
33955,-1
20244,-1
4903,-1
34910,-1
16599,-1
7980,-1
36702,-1
1549,-1
9842,-1
35734,-1
14443,-1
24586,-1
1703,-1
24273,-1
2245,-1
25585,-1
19161,-1
3441,-1
9648,-1
36382,-1
39533,-1
27732,-1
20512,-1
2865,-1
4550,-1
11843,-1
10696,-1
6793,-1
35697,-1
3566,-1
1078,-1
33958,-1
39077,-1
37277,-1
39843,-1
33299,-1
21921,1
36537,-1
28504,-1
31284,-1
13972,-1
20628,-1
13244,-1
29925,-1
24664,-1
18470,-1
9165,-1
6612,-1
11181,1
2189,-1
22599,-1
35938,-1
8745,-1
19032,-1
16703,-1
7402,-1
32874,-1
16552,-1
23719,-1
30868,-1
37746,-1
14794,-1
36515,-1
2277,-1
27929,-1
25878,-1
25228,-1
13608,-1
1888,-1
516,-1
19766,-1
8374,-1
23717,-1
4093,-1
2650,-1
28984,-1
35287,-1
38825,-1
33341,-1
21258,-1
15375,-1
14073,1
5292,-1
33385,-1
14592,-1
34156,-1
11347,-1
23266,-1
14686,-1
1418,-1
9056,1
27164,-1
6282,-1
29659,-1
36365,-1
20296,-1
22281,-1
14083,-1
18121,-1
29286,-1
31815,-1
25262,-1
35706,-1
2207,-1
2554,1
12969,-1
39951,-1
11900,-1
35391,-1
12662,1
6847,-1
7324,-1
24506,-1
18368,-1
33932,-1
24585,-1
10465,-1
20136,-1
13098,-1
34308,-1
27685,-1
8840,-1
36769,1
12790,-1
39698,-1
6915,1
19306,-1
27437,-1
29807,-1
4580,-1
14360,1
2342,-1
37509,-1
6802,-1
36912,-1
8932,-1
17135,-1
14151,-1
6483,-1
27634,-1
7162,-1
13094,-1
23815,-1
11834,-1
15024,-1
11594,-1
39330,-1
2949,-1
19057,-1
29470,-1
23157,1
3693,-1
12865,-1
33764,-1
15238,-1
37009,-1
22741,-1
21418,-1
6399,-1
23353,-1
2672,-1
29440,-1
5751,-1
37448,-1
6149,-1
24177,-1
11069,-1
29607,-1
39608,-1
312,-1
21995,-1
16135,-1
13208,-1
31640,-1
3780,-1
12481,-1
26341,1
24225,-1
17433,-1
14815,-1
35241,-1
5959,-1
25148,-1
15943,-1
33940,-1
20708,-1
30577,-1
32989,-1
33558,-1
31071,-1
29042,-1
27138,-1
37994,-1
18267,-1
34830,1
35700,-1
15933,-1
20275,-1
15016,-1
4955,-1
37214,-1
9273,1
36652,1
831,-1
1850,-1
26868,-1
17511,-1
25684,1
25764,-1
116,-1
3986,-1
8241,-1
9976,-1
38104,-1
399,-1
37436,-1
36678,-1
6526,-1
24957,-1
16487,-1
14061,-1
32466,-1
27101,-1
30208,1
24497,-1
8500,1
35127,-1
2858,-1
28048,1
30601,-1
4657,-1
8596,1
14283,-1
34327,-1
28075,1
27329,-1
6204,-1
18192,-1
2374,-1
34111,-1
19536,-1
13332,-1
18523,1
14835,-1
8445,-1
