,Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230
14625,,,,,,1729.0,14.0,,,,,,8384.0,,,,,,,,276.0,345.0,,14.0,192.0,,,200.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.3336894,,,,,,,,45.0,,,,,,,6.0,156,84.0,,277768.0,,0.0,,,2572.953,,5.0,,10.0,,,,,,,,,209136.0,,,,,,,,,,,,,,,88.0,,,208.0,-63852.4,,,,,,585.0,,,,0.0,,55215.0,,,,,,,0.0,25725.0,44632.0,,,,,,6700.0,,,0.0,18.0,,,,,62209.0,,,,271896.0,,,,,,,26.0,,,22602.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,DHegUHXZeb,2Knk1KF,,taul,1K8T,TyGl,fhk21Ss,76j2P_OLn0,ihpFg8y,,6cV2,9_Y1,STGZ,VpdQ,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,E1aAZ0x7vd,,9cImAQa,,CWNz16o,2lUR,cJvF,FzaX,4UxGlow,QKW8DRm,catzS2D,LM8l689qOp,,ELof,453m,ZI9m,ib5G6X1eUxUn6,am7c,
5215,,,,,,273.0,7.0,,,,,,100.0,,,,,,,,48.0,60.0,,0.0,80.0,,,248.24,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,4.456099,,,,,,,,9.0,,,,,,,3.0,40,0.0,,18568.0,,0.0,,,19964.79,,0.0,,0.0,,,,,,,,,69093.0,,,,,,,,,,,,,,,16.0,,,16.0,67577.6,,,,,,155.0,,,,0.0,,9738.0,16.0,,,,,,0.0,0.0,94692.0,,,,,,985.0,,,0.0,0.0,,,,,0.0,,,,198668.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,156.0,,,a4vrEy7Rm6,RO12,,taul,1K8T,IvdZ,Rdg7z27,LWyxgtXeJL,,,saX_,9_Y1,X8zP,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,mIwz,cJvF,FzaX,2WbAVkR,oslk,p2sWpYC,LM8l689qOp,,,Aoh3,RAYp,F2FyR07IdsN7I,,
17987,,,,,0.0,,,,,0.0,,,,,,161.16,,,,,,,5.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,2.673788,,,0.0,32.0,,,,,,0.0,,88479.0,8007.0,42.0,,10,,,,,,,18510.0,,,,,,,,,,,28.0,,2.0,,,,0.0,,,,,,21.0,,,,9.0,,,,8426.58,,-1609436.0,,,,,,,0.0,,,,,,4.0,,,,,,,,,,,,,0.0,,,,,,,0.0,2.0,56.0,,,0.0,,,,,,16.0,,,,,,,,,0.0,,,,,,7.0,,,,,,,,,,,,,,,,,126.0,,,1fZWq6e2Rv,RO12,,taul,1K8T,EJC9,lRxsVcA,RuVy67M,,,Omgy,9_Y1,_xpN,VpdQ,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,KdSa,,,kZJtVhC,EUu7,UYBR,,I5GA5lA,oslk,mYNvo2Q,,,,FSa2,RAYp,F2FyR07IdsN7I,,
1034,,,,,,490.0,7.0,,,,,,176.0,,,,,,,,124.0,155.0,,0.0,24.0,,,226.8,,,,,,,10.0,,,737436.0,,,,,,0.0,,,,,,,,,,,,,2.6032900000000003,,,,,,,,9.0,,,,,,,3.0,140,0.0,,0.0,,0.0,,,33512.7,,25.0,,2.0,,,,,,,,,190131.0,,,,,,,,,,,,,,,40.0,,,0.0,-622560.0,,,,,,380.0,,,,12.0,,378.0,-30.0,,,,,,16.0,2034380.0,37628.0,,,,,,635.0,,,0.0,36.0,,,,,0.0,,,,5699440.0,,,,,,,40.0,,,357954.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,300.0,,,py5gUH7ejg,2Knk1KF,SEuy,taul,1K8T,USOt,cGQ0k8W,ARvzJXx,86wkrnHNbO,smXZ,iO_y,9_Y1,bJXB,VpdQ,6JmL,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,S4TjhI6xDV,,XTbPUYD,yiE0Ssq,cJvF,AU8pNoi,7HOOZ4E,oslk,964qjwa,LM8l689qOp,,xG3x,w_Ub,RAYp,55YFVY9,mj86,
22236,,,,,,4361.0,7.0,,,,,,736.0,,,,,,,,444.0,555.0,,6.0,56.0,,,301.44,,,,,,,0.0,,,5256378.0,,,,,,0.0,,,,,,,,,,,,,6.443281,,,,,,,,9.0,,,,,,,3.0,134,0.0,,1667904.0,,0.0,,,56629.8,,20.0,,136.0,,,,,,,,,63873.0,,,,,,,,,,,,,,,48.0,,,48.0,144014.8,,,,,,3050.0,,,,78.0,,13194.0,4.0,,,,,,0.0,2294085.0,1137620.0,,,,,,2245.0,,,0.0,27.0,,,,,1178359.0,,,,10627600.0,,,,,,,26.0,,,1554666.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,282.0,,,_v2rjIKQ76,2Knk1KF,SEuy,taul,1K8T,JLbT,pKp9m4c,yiXKNUCbD1,D2DRpO4,smXZ,jKPY,9_Y1,7WNq,VpdQ,lVqb,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,ThTyKuK,,11pm6dL,AVM6,UYBR,wwPEXoilkr,xtRLnWA,oslk,e2Oj5v6,LM8l689qOp,,kG3k,WqMG,RAYp,55YFVY9,am7c,
23534,,,,,,2835.0,0.0,,,,,,0.0,,,,,,,,116.0,145.0,,4.0,0.0,,,253.52,,,,,,,10.0,,,4147206.0,,,,,,0.0,,,,,,,,,,,,,1.2700280000000002,,,,,,,,9.0,,,,,,,3.0,28,0.0,,3103944.0,,0.0,,,76535.41,,10.0,,0.0,,,,,,,,,6858.0,,,,,,,,,,,,,,,24.0,,,40.0,52166.4,,,,,,480.0,,,,48.0,,0.0,4.0,,,,,,16.0,6048000.0,0.0,,,,,,0.0,,,0.0,27.0,,,,,1209600.0,,,,9846400.0,,,,,,,28.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,vNEvyxLp3Z,RO12,,taul,1K8T,487l,jF6Moat,jt3xMpI_cxIIW,,,4SAx,9_Y1,vzJD,09_Q,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,ZTs4,UYBR,FzaX,LwG8XLE,oslk,_XSRDbC,LM8l689qOp,,,xb3V,RAYp,F2FyR07IdsN7I,,
4650,,,,,,147.0,0.0,,,,,,0.0,,,,,,,,140.0,175.0,,0.0,128.0,,,234.72,,,,,,,0.0,,,3110400.0,,,,,,0.0,,,,,,,,,,,,,5.102328,,,,,,,,9.0,,,,,,,,16,0.0,,844976.0,,0.0,,,161723.7,,5.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,16.0,13901.84,,,,,,395.0,,,,36.0,,0.0,,,,,,,0.0,1144840.0,2255020.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,9510440.0,,,,,,,12.0,,,1864260.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,qXhPe2ftjz,RO12,,taul,1K8T,WkTj,pNV_5rr,8o3WlGR,,,sSbm,9_Y1,mTeA,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kq0ncmx,SCbn,UYBR,FzaX,tS138SL,oslk,N98hcb8,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,
5071,,,,,,798.0,7.0,,,,,,200.0,,,,,,,,132.0,165.0,,0.0,8.0,,,253.52,,,,,,,0.0,,,2841588.0,,,,,,0.0,,,,,,,,,,,,,5.848536,,,,,,,,9.0,,,,,,,3.0,110,126.0,,4147200.0,,0.0,,,132329.4,,10.0,,0.0,,,,,,,,,2466.0,,,,,,,,,,,,,,,32.0,,,48.0,220856.0,,,,,,560.0,,,,36.0,,39285.0,-30.0,,,,,,0.0,7371950.0,35578.0,,,,,,2695.0,,,0.0,18.0,,,,,0.0,,,,10627880.0,,,,,,,36.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,222.0,,,52Iq9ayE15,ND3t9Yro9U,,taul,1K8T,z32l,5Vbp9gW,bGUqwlz,FLX7eNE,,EnqP,9_Y1,kJJ7,VpdQ,haYg,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,UbxQ8lZ,,doiNuBd,,beKAhVm,W37U,cJvF,FzaX,9HiE13f,Al6ZaUT,93ccvxe,jySVZNlOJy,,ELof,7P5s,02N6s8f,iyHGyLCEkQ,mj86,
26114,,,,,,0.0,0.0,,,,,,20.0,,,,,,,,0.0,0.0,,,0.0,,,200.0,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.014313,,,,,,,,9.0,,,,,,,,88,0.0,,0.0,,0.0,,,0.0,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,0.0,,,,0.0,,12411.0,64.0,,,,,,0.0,0.0,0.0,,,,,,0.0,,,0.0,0.0,,,,,,,,,0.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,,RO12,,taul,1K8T,7gSz,x44vEdV,y4g9XoZ,rM0zPqZ,,oEPm,9_Y1,Z5OU,VpdQ,IYzP,me75fM6ugJ,kIsH,,oT7d,L84s,NhsEn4L,,O79ULPj,,beK4AFX,H0CT,cJvF,,ys1oLzk,oslk,rnqMak1,,,ELof,Qu4f,RAYp,F2FyR07IdsN7I,am7c,
36445,,,,,,770.0,7.0,,,,,,400.0,,,,,,,,128.0,160.0,,2.0,0.0,,,220.08,,,,,,,0.0,,,3628806.0,,,,,,0.0,,,,,,,,,,,,,3.4259769999999996,,,,,,,,9.0,,,,,,,3.0,106,35.0,,4951208.0,,0.0,,,146004.3,,10.0,,0.0,,,,,,,,,43389.0,,,,,,,,,,,,,,,40.0,,,64.0,126869.6,,,,,,580.0,,,,42.0,,48645.0,4.0,,,,,,0.0,6480000.0,0.0,,,,,,110.0,,,0.0,9.0,,,,,98707.0,,,,10641120.0,,,,,,,30.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,324.0,,,zcROj17IEC,2Knk1KF,,taul,1K8T,vsvk,OJdRB4d,n1zVHpT8NN,3mxDgar,,DHRK,9_Y1,zfpA,09_Q,haYg,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,Np2Vudi,,11p4mKe,7J7y,cJvF,FzaX,Lu888FJ,oslk,uVOTzYj,LM8l689qOp,,ELof,7aLG,RAYp,55YFVY9,oJmt,
10873,,,,,,1351.0,14.0,,,,,,32.0,,,,,,,,164.0,205.0,,2.0,112.0,,,253.52,,,,,,,0.0,,,4223136.0,,,,,,0.0,,,,,,,97648.0,,,,,,1.017945,,,,,,,,18.0,,,,,,,,134,0.0,,1405984.0,,6.0,,,130373.1,,20.0,,8.0,,,,,,,,,,,,,,,,,,,,,,,,48.0,,,32.0,101292.0,,,,,,590.0,,,,54.0,,45.0,4.0,,,,,,16.0,2151440.0,1486952.0,,,,,,75.0,,,0.0,27.0,,,,,1155.0,,,,10805600.0,,,,,,,12.0,,,1987266.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,240.0,,,crIt0Go8Lb,RO12,,taul,1K8T,lK27,fhk21Ss,k10MzgT,,,Y8G_,9_Y1,t_4G,VpdQ,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,FMSzZ91zL2,,,,pMW6Pnu,n9v5,cJvF,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,,Qu4f,ZI9m,DU8B,,
896,,,,,,231.0,0.0,,,,,,0.0,,,,,,,,124.0,155.0,,0.0,8.0,,,220.08,,,,,,,0.0,,,6739200.0,,,,,,0.0,,,,,,,,,,,,,4.222816000000001,,,,,,,,9.0,,,,,,,3.0,18,0.0,,1382400.0,,0.0,,,206615.4,,35.0,,0.0,,,,,,,,,20205.0,,,,,,,,,,,,,,,32.0,,,16.0,-6846.16,,,,,,550.0,,,,78.0,,0.0,4.0,,,,,,0.0,3185450.0,172800.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,10497160.0,,,,,,,16.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,C2Dvyx875g,RO12,,taul,1K8T,IIni,jCepSrJ,qj03jwcNh2VDYrHl,,,oYuU,9_Y1,MBhA,09_Q,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,5smi,UYBR,FzaX,Oy_RPEi,oslk,FS4qjNq,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,
38279,,,,,,917.0,14.0,,,,,,2868.0,,,,,,,,128.0,160.0,,2.0,144.0,,,220.08,,,,,,,0.0,,,899076.0,,,,,,9.0,,,,,,,,,,,,,5.313608,,,,,,,,45.0,,,,,,,6.0,106,35.0,,1111904.0,,3.0,,,193415.7,,0.0,,12.0,,,,,,,,,41529.0,,,,,,,,,,,,,,,32.0,,,16.0,222102.4,,,,,,550.0,,,,12.0,,18153.0,-18.0,,,,,,16.0,1299760.0,3107900.0,,,,,,680.0,,,0.0,9.0,,,,,604800.0,,,,10471200.0,,,,,,,8.0,,,3090390.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,270.0,,,_v2gUHXZeb,RO12,,taul,1K8T,7ALb,3XD0EJJ,itSGh3t,G6OHWar,,Benw,9_Y1,fTh6,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,LVH9gGX,,kq0aHkC,G4Xp,cJvF,FzaX,t39NvFm,oslk,reJQ2Sy,LM8l689qOp,,ELof,453m,RAYp,F2FyR07IdsN7I,,
24017,,,,,,896.0,7.0,,,,,,5440.0,,,,,,,,144.0,180.0,,2.0,48.0,,,176.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,0.45674,,,,,,,,9.0,,,,,,,3.0,120,140.0,,5736.0,,0.0,,,3539.34,,0.0,,2.0,,,,,,,,,1788.0,,,,,,,,,,,,,,,8.0,,,8.0,5452.72,,,,,,480.0,,,,0.0,,45504.0,16.0,,,,,,0.0,79450.0,15492.0,,,,,,280.0,,,0.0,9.0,,,,,26103.0,,,,112328.0,,,,,,,56.0,,,22374.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,318.0,,,dRaq9ayE15,2Knk1KF,SEuy,taul,1K8T,_8YK,jlz3Naj,Iibp4Nm3uQ,Fu4XrS2,smXZ,8jDy,9_Y1,kJJ7,09_Q,hAFG,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,ug_oYGs,,XTbPUYD,kpzP,UYBR,FzaX,p4068SY,oslk,c2eEVJ2,LM8l689qOp,,xG3x,7P5s,RAYp,55YFVY9,mj86,
879,,,,,1770685.0,,,,,5958.0,,,,,,165.32,,,,,,,0.0,,,0.0,0.0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,1.9694509999999998,,,3.0,8.0,,,,,,0.0,,3193191.0,0.0,18.0,,10,,,,,,,0.0,,,,,,,,,,,12.0,,2.0,,,,0.0,,,,,,0.0,,,,0.0,,,,709596.0,,-891476.0,,,,,,,0.0,,,,,,4.0,,,,,,,,,,,,,0.0,,,,,,,0.0,2.0,24.0,,,0.0,,,,,,4.0,,,,,,,,,14.0,,,,,,7.0,,,,,,,,,,,,,,,,,,,,GcUt0G8rTN,RO12,,taul,1K8T,lK27,ZtMq7Fq,daiGnRstPa,,,MAcl,9_Y1,k13i,09_Q,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,KdSa,,,mAja5EA,Dv1D,UYBR,FzaX,lbrVHK6,oslk,_sz_44J,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,
18585,,,,,,672.0,28.0,,,,,,724.0,,,,,,,,96.0,120.0,,6.0,88.0,,,133.12,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,6.49498,,,,,,,,36.0,,,,,,,12.0,164,14.0,,123928.0,,0.0,,,12449.58,,0.0,,14.0,,,,,,,,,15288.0,,,,,,,,,,,,,,,56.0,,,40.0,-1266304.0,,,,,,325.0,,,,0.0,,11403.0,-22.0,,,,,,0.0,2145.0,51636.0,,,,,,340.0,,,0.0,18.0,,,,,63630.0,,,,296776.0,,,,,,,2.0,,,194736.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,258.0,,,4e7Wq69R_D,iKEouAWeUBYR3fQ5tZmt_bDPIn6qT7tIGHs8L,,taul,1K8T,8qEx,fqeOwLG,glRBFJT8NN,cN8g53k,,WmhQ,9_Y1,0A_v,VpdQ,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,Mtgm,UbxQ8lZ,,TGtN2dK,,OFq_xeU,52uv,cJvF,wwPEXoilkr,fxJmel6,Al6ZaUT,WfsWw2A,LM8l689qOp,,ELof,PM2D,ZI9m,iyHGyLCEkQ,am7c,
10888,,,,,,3255.0,14.0,,,,,,1068.0,,,,,,,,556.0,695.0,,12.0,240.0,,,200.0,,,,,,,0.0,,,88476.0,,,,,,0.0,,,,,,,,,,,,,5.3484300000000005,,,,,,,,18.0,,,,,,,3.0,142,42.0,,1152216.0,,0.0,,,11225.4,,15.0,,20.0,,,,,,,,,905505.0,,,,,,,,,,,,,,,120.0,,,216.0,89408.0,,,,,,2280.0,,,,24.0,,22239.0,,,,,,,0.0,1893715.0,214756.0,,,,,,7040.0,,,0.0,27.0,,,,,195272.0,,,,2814060.0,,,,,,,130.0,,,294834.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,348.0,,,4e7gUH7IEC,2Knk1KF,lvza,taul,1K8T,kNzO,2a3q7r9,pS4BYwM,VCbpePR,smXZ,wuAn,9_Y1,1Bp0,sJzTlal,giwq,me75fM6ugJ,kIsH,,uKAI,L84s,h0lfDKh52u4GP,,CgaAt5p,,IoI4mKe,EQ8w,UYBR,FzaX,uSaYWu3,oslk,T3zAKIt,LM8l689qOp,,kG3k,WqMG,RAYp,55YFVY9,mj86,
28944,,,,,,224.0,0.0,,,,,,688.0,,,,,,,,4.0,5.0,,0.0,8.0,,,162.8,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,509.76,,,,,,3.570818,,,,,,,,18.0,,,,,,,,98,0.0,,0.0,,0.0,,,6437.19,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,-1641500.0,,,,,,95.0,,,,0.0,,93942.0,-18.0,,,,,,0.0,0.0,7646.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,15292.0,,,,,,,0.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,234.0,,,vNEOj1dtN_,RO12,,taul,1K8T,JLbT,f_ox5tm,5q1Htep,Uw6kiXL,,zSzW,9_Y1,DFSe,sJzTlal,69fI,7M47J5GA0pTYIFxg5uy,kIsH,,g5HH,L84s,L_dnxNc,,PXYwoeV,,pMWhLw7,tvJS,cJvF,FzaX,tHIJiTc,QKW8DRm,7zlhNOD,LM8l689qOp,,,me1d,vJ_w8kB,WfJ2BB2SFSqauljlfOB,am7c,
35438,,,,0.0,,,,,,,,,,,,,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,1555200.0,,,,,,,,,,,,,,,,,,,,1.372784,,,,,,,,,,,,,,,,8,,,,,,,,,3.0,,,,,,10.0,,,,,,,,,,,0.0,,0.0,,,,,0.0,,,,,,,-1783352.0,,,,0.0,,,,,,,0.0,,4.0,0.0,14.0,,,,,,,208.25,,,0.0,,,,,,,12.0,,,,,0.0,,12.0,,,0.0,,,0.0,,,9.0,,,0.0,0.0,,,,,,777600.0,,,8.0,,,,,0.0,,,1036800.0,,,,,,,144.0,,r__I,51rBcmz45j,RO12,,taul,1K8T,0WHw,GUgwv86,UnPVrhYT1Y,,,rhSp,9_Y1,EwzD,sJzTlal,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,lmRG,cJvF,FzaX,iVsfql_,oslk,jG3QowC,LM8l689qOp,,,Qcbd,RAYp,F2FyR07IdsN7I,,
39550,,,,,,56.0,7.0,,,,,,500.0,,,,,,,,76.0,95.0,,0.0,112.0,,,200.0,,,,,,,0.0,,,13890.0,,,,,,0.0,,,,,,,,,,,,,3.8493910000000002,,,,,,,,9.0,,,,,,,,36,231.0,,0.0,,0.0,,,14333.64,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,-29683.28,,,,,,295.0,,,,12.0,,76392.0,10.0,,,,,,0.0,95070.0,138858.0,,,,,,7410.0,,,0.0,0.0,,,,,0.0,,,,363032.0,,,,,,,6.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,CEaBcmz45j,RO12,,taul,1K8T,0Xwj,BoXMutf,GVWDufEPyV,,,Xoh1,F3hy,WGOH,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,rdgs,UYBR,FzaX,KgoD5lR,oslk,o_K0_1Y,LM8l689qOp,,,Qcbd,RAYp,F2FyR07IdsN7I,,
29989,,,,,,1372.0,0.0,,,,,,0.0,,,,,,,,548.0,685.0,,12.0,160.0,,,253.52,,,,,,,0.0,,,4046610.0,,,,,,0.0,,,,,,,,,,,,,5.767571,,,,,,,,9.0,,,,,,,3.0,24,0.0,,2126488.0,,0.0,,,74046.0,,60.0,,28.0,,,,,,,,,118275.0,,,,,,,,,,,,,,,168.0,,,200.0,142161.6,,,,,,1735.0,,,,144.0,,0.0,4.0,,,,,,0.0,4728220.0,344574.0,,,,,,0.0,,,0.0,9.0,,,,,287259.0,,,,10302200.0,,,,,,,84.0,,,610848.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,276.0,,,bZkvyxLkBI,RO12,,taul,1K8T,ssAy,ka_ns41,76j2P_OLn0,,,udxH,9_Y1,FbIm,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,GNVQ,UYBR,FzaX,1YVfGrO,oslk,fXVEsaq,LM8l689qOp,,,xb3V,RAYp,F2FyR07IdsN7I,,
36162,,,,,,182.0,0.0,,,,,,0.0,,,,,,,,28.0,35.0,,0.0,8.0,,,236.4,,,,,,,0.0,,,7736400.0,,,,,,0.0,,,,,,,,,,,,,5.558855,,,,,,,,9.0,,,,,,,,22,0.0,,1567120.0,,0.0,,,248367.9,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,8.0,-301494.0,,,,,,380.0,,,,24.0,,0.0,-2.0,,,,,,0.0,3024000.0,67724.0,,,,,,0.0,,,0.0,9.0,,,,,0.0,,,,8495840.0,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Qu0TmBQZiT,RO12,,taul,1K8T,PGNs,_eYKKPC,qj0efbgZb2VDpkoH,,,f4GF,9_Y1,TjV7,09_Q,zm5i,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwuNea,W4fv,UYBR,FzaX,Z6V30L8,oslk,kbZ_Q4n,LM8l689qOp,,,FSa2,RAYp,F2FyR07IdsN7I,,
23552,,,,,,315.0,0.0,,,,,,0.0,,,,,,,,168.0,210.0,,2.0,72.0,,,340.8,,,,,,,0.0,,,5227338.0,,,,,,0.0,,,,,,,,,,,,,5.065371,,,,,,,,9.0,,,,,,,,20,0.0,,1345304.0,,0.0,,,154225.8,,20.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,40.0,30154.28,,,,,,805.0,,,,66.0,,0.0,4.0,,,,,,0.0,3671210.0,703202.0,,,,,,0.0,,,0.0,18.0,,,,,554414.0,,,,10361160.0,,,,,,,20.0,,,1016886.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,vNEvyxLp3Z,RO12,,taul,1K8T,lK27,mjAE8UC,msIqHk8toE,,,k0Vn,9_Y1,FbIm,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,cUQXfGp,XB_U,UYBR,,BUZ3sek,oslk,VAZyGQC,,,,xb3V,RAYp,F2FyR07IdsN7I,,
6832,,,,,,2996.0,7.0,,,,,,2480.0,,,,,,,,380.0,475.0,,6.0,224.0,,,220.08,,,,,,,0.0,,,101676.0,,,,,,0.0,,,,,,,,,,,,,0.6622517,,,,,,,,18.0,,,,,,,6.0,124,399.0,,2468896.0,,0.0,,,33218.1,,15.0,,16.0,,,,,,,,,200568.0,,,,,,,,,,,,,,,40.0,,,96.0,48610.8,,,,,,1230.0,,,,12.0,,31086.0,50.0,,,,,,0.0,1263740.0,647458.0,,,,,,14395.0,,,0.0,18.0,,,,,1012823.0,,,,3910596.0,,,,,,,84.0,,,355446.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,oBXrjIQq3d,2Knk1KF,SEuy,taul,1K8T,nQZ6,VWnxM5B,nQUBcBcErl,0Btx8yV,smXZ,VNjO,9_Y1,RVjC,VpdQ,sYC_,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,ajsIjNl,,teAyFc5,p8c0,UYBR,FzaX,srGv1FD,oslk,B1BED8N,jySVZNlOJy,,kG3k,FSa2,RAYp,55YFVY9,am7c,
