Var1,Var2,Var3,Var4,Var5,Var6,Var7,Var8,Var9,Var10,Var11,Var12,Var13,Var14,Var15,Var16,Var17,Var18,Var19,Var20,Var21,Var22,Var23,Var24,Var25,Var26,Var27,Var28,Var29,Var30,Var31,Var32,Var33,Var34,Var35,Var36,Var37,Var38,Var39,Var40,Var41,Var42,Var43,Var44,Var45,Var46,Var47,Var48,Var49,Var50,Var51,Var52,Var53,Var54,Var55,Var56,Var57,Var58,Var59,Var60,Var61,Var62,Var63,Var64,Var65,Var66,Var67,Var68,Var69,Var70,Var71,Var72,Var73,Var74,Var75,Var76,Var77,Var78,Var79,Var80,Var81,Var82,Var83,Var84,Var85,Var86,Var87,Var88,Var89,Var90,Var91,Var92,Var93,Var94,Var95,Var96,Var97,Var98,Var99,Var100,Var101,Var102,Var103,Var104,Var105,Var106,Var107,Var108,Var109,Var110,Var111,Var112,Var113,Var114,Var115,Var116,Var117,Var118,Var119,Var120,Var121,Var122,Var123,Var124,Var125,Var126,Var127,Var128,Var129,Var130,Var131,Var132,Var133,Var134,Var135,Var136,Var137,Var138,Var139,Var140,Var141,Var142,Var143,Var144,Var145,Var146,Var147,Var148,Var149,Var150,Var151,Var152,Var153,Var154,Var155,Var156,Var157,Var158,Var159,Var160,Var161,Var162,Var163,Var164,Var165,Var166,Var167,Var168,Var169,Var170,Var171,Var172,Var173,Var174,Var175,Var176,Var177,Var178,Var179,Var180,Var181,Var182,Var183,Var184,Var185,Var186,Var187,Var188,Var189,Var190,Var191,Var192,Var193,Var194,Var195,Var196,Var197,Var198,Var199,Var200,Var201,Var202,Var203,Var204,Var205,Var206,Var207,Var208,Var209,Var210,Var211,Var212,Var213,Var214,Var215,Var216,Var217,Var218,Var219,Var220,Var221,Var222,Var223,Var224,Var225,Var226,Var227,Var228,Var229,Var230,0
,,,,,1946.0,7.0,,,,,,1868.0,,,,,,,,220.0,275.0,,0.0,24.0,,,256.16,,,,,,,10.0,,,3456978.0,,,,,,0.0,,,,,,,,,,,,,4.571244999999999,,,,,,,,9.0,,,,,,,3.0,32,7.0,,1217680.0,,9.0,,,105458.4,,25.0,,4.0,,,,,,,,,98160.0,,,,,,,,,,,,,,,88.0,,,72.0,-316648.0,,,,,,1865.0,,,,78.0,,4455.0,,,,,,,40.0,1808425.0,286880.0,,,,,,2885.0,,,0.0,18.0,,,,,0.0,,,,6927520.0,,,,,,,46.0,,,950430.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,4bwt0GoOh3,RO12,,taul,1K8T,lK27,bn80yiU,bGUqwlz,,,39Nj,9_Y1,YePk,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,xO8w,cJvF,FzaX,QnxOw16,oslk,Ef3qqb8,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,1
,,,,,875.0,7.0,,,,,,2720.0,,,,,,,,124.0,155.0,,0.0,0.0,,,290.32,,,,,,,0.0,,,9772080.0,,,,,,0.0,,,,,,,,,,,,,5.780602,,,,,,,,9.0,,,,,,,,134,385.0,,0.0,,0.0,,,133738.8,,45.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,0.0,-16965.56,,,,,,490.0,,,,114.0,,24597.0,24.0,,,,,,0.0,1116840.0,0.0,,,,,,2745.0,,,0.0,9.0,,,,,0.0,,,,10518600.0,,,,,,,6.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,NESWq69R_D,2Knk1KF,SEuy,LfvqpCtLOY,1K8T,D_RP,QMLASYT,lGXpFd_2Rf,lVCx5B8,smXZ,9Vmd,9_Y1,RVjC,09_Q,6JmL,me75fM6ugJ,kIsH,,7A3j,L84s,XfqtO3UdzaXh_,,PzvDyIi,,XTbPUYD,OtII,UYBR,FzaX,efgm94s,oslk,OvO5roF,jySVZNlOJy,,kG3k,FSa2,RAYp,55YFVY9,mj86,,-1
,,,,,2912.0,21.0,,,,,,5832.0,,,,,,,,724.0,905.0,,12.0,248.0,,,166.56,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,6.244179,,,,,,,,36.0,,,,,,,3.0,120,420.0,,407960.0,,0.0,,,4180.47,,20.0,,42.0,,,,,,,,,25695.0,,,,,,,,,,,,,,,192.0,,,272.0,-14684.0,,,,,,2150.0,,,,0.0,,27171.0,,,,,,,0.0,672375.0,113200.0,,,,,,1045.0,,,0.0,9.0,,,,,50554.0,,,,1081396.0,,,,,,,182.0,,,130836.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,312.0,,,E3dr4RQxul,2Knk1KF,SEuy,taul,1K8T,lK27,TSdJUS7,tru3GNC3u14shA_jA7L,guewybA,smXZ,itBV,9_Y1,z5Ry,09_Q,hAFG,me75fM6ugJ,kIsH,,uKAI,L84s,XfqtO3UdzaXh_,,V3RHCHI,,XTbPUYD,su4O,UYBR,FzaX,81_vOIl,oslk,XEj7j0h,LM8l689qOp,,kG3k,FSa2,RAYp,55YFVY9,am7c,,-1
,,,,,931.0,21.0,,,,,,5340.0,,,,,,,,348.0,435.0,,6.0,104.0,,,196.64,,,,,,,0.0,,,4016418.0,,,,,,0.0,,,,,,,,,,,,,1.195898,,,,,,,,54.0,,,,,,,9.0,214,1050.0,,2305768.0,,0.0,,,138916.5,,15.0,,8.0,,,,,,,,,8979.0,,,,,,,,,,,,,,,80.0,,,88.0,-20708.72,,,,,,1020.0,,,,60.0,,9360.0,6.0,,,,,,0.0,3914730.0,178064.0,,,,,,700.0,,,0.0,45.0,,,,,1567664.0,,,,8758160.0,,,,,,,92.0,,,1206732.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,LDPgUHXZeb,vuPfq6YcbX,SEuy,CiJDdr4TQ0rGERIS,1K8T,hM6W,fhk21Ss,SiCA,pP5FCWS,smXZ,sool,9_Y1,STGZ,,y6dw,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,iwn6,,5ZYbB3h,,TDcSrRM,_Xcv,UYBR,FzaX,4UxGlow,QKW8DRm,catzS2D,jySVZNlOJy,,kG3k,453m,ZI9m,NoEd,,,-1
,,,,,20237.0,7.0,,,,,,12.0,,,,,,,,20.0,25.0,,0.0,0.0,,,166.56,,,,,,,0.0,,,4871148.0,,,,,,0.0,,,,,,,,,,,,,3.870113,,,,,,,,9.0,,,,,,,,34,35.0,,4838400.0,,0.0,,,6525.9,,5.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,8.0,427916.0,,,,,,70.0,,,,12.0,,252.0,,,,,,,0.0,2587525.0,0.0,,,,,,465.0,,,0.0,18.0,,,,,0.0,,,,10155840.0,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,414.0,,,Yn7t0Go8Lb,RO12,,taul,1K8T,0Xwj,vQ_JaGu,_9fgcJ0chTp4w,,,WdaW,HLqf,MGOA,09_Q,IYzP,me75fM6ugJ,sBgB,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,2Jv2,cJvF,FzaX,i9JuX8Z,oslk,MRPKMwm,jySVZNlOJy,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,,,,,1435.0,,,,,,,,,,,,,,,260.0,325.0,,6.0,248.0,,,166.56,,,,,,,0.0,,,14286.0,,,,,,0.0,,,,,,,,,,,,,0.5293741,,,,,,,,,,,,,,,,50,,,507088.0,,0.0,,,55293.0,,5.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,80.0,,,32.0,228223.6,,,,,,995.0,,,,12.0,,,-30.0,,,,,,0.0,2637885.0,750288.0,,,,,,,,,0.0,0.0,,,,,500661.0,,,,4841320.0,,,,,,,34.0,,,1383498.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,1PnOj1KVEH,RO12,,taul,z3mO,0Xwj,QZirR6d,bGUqwlz,,,kZle,F3hy,ID5l,VpdQ,IYzP,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,NGZ_12K,hRx7,UYBR,FzaX,_95_GwW,d0EEeJi,RiHy1Yn,LM8l689qOp,,,kwS7,nIGXDli,F2FyR07IdsN7I,mj86,,-1
,,,,,1512.0,14.0,,,,,,2396.0,,,,,,,,136.0,170.0,,0.0,32.0,,,258.24,,,,,,,0.0,,,7412220.0,,,,,,0.0,,,,,,,,,,,,,2.477462,,,,,,,,45.0,,,,,,,6.0,192,21.0,,1382400.0,,0.0,,,108378.0,,30.0,,0.0,,,,,,,,,12300.0,,,,,,,,,,,,,,,32.0,,,16.0,103791.2,,,,,,720.0,,,,90.0,,41004.0,42.0,,,,,,0.0,2688215.0,264020.0,,,,,,55.0,,,0.0,54.0,,,,,0.0,,,,10384920.0,,,,,,,14.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,xOXr4RXktW,LrdZy8QqgUfkVShG,,taul,1K8T,0Xwj,fhk21Ss,76j2P_OLn0,qRzLw_i,,G1cp,HLqf,Cgc3,VpdQ,y6dw,7M47J5GA0pTYIFxg5uy,sBgB,,uKAI,L84s,QsQAxv5,,8ny8y3N,,KqjecMy,qt5B,cJvF,FzaX,4UxGlow,QKW8DRm,catzS2D,jySVZNlOJy,,ELof,Xa3G,ZI9m,ib5G6X1eUxUn6,am7c,,-1
,,,,,504.0,7.0,,,,,,80.0,,,,,,,,160.0,200.0,,4.0,88.0,,,186.64,,,,,,,0.0,,,32214.0,,,,,,0.0,,,,,,,,,,,,,2.926725,,,,,,,,9.0,,,,,,,,176,0.0,,714768.0,,0.0,,,73420.8,,5.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,32.0,,,24.0,4553.16,,,,,,525.0,,,,12.0,,48798.0,-18.0,,,,,,0.0,3537080.0,338884.0,,,,,,235.0,,,0.0,18.0,,,,,371056.0,,,,4014720.0,,,,,,,40.0,,,164250.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,426.0,,,v0Nt0Go8Lb,2Knk1KF,SEuy,taul,1K8T,lK27,fhk21Ss,Oe4E7cR6Kt,MzEAzR4,smXZ,gqB4,9_Y1,rGJy,VpdQ,hAFG,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,Mtgm,XfqtO3UdzaXh_,,NB5mAQa,,beKPUYD,5mMR,UYBR,qxDb,4UxGlow,oslk,catzS2D,LM8l689qOp,,kG3k,Qu4f,ZI9m,iyHGyLCEkQ,mj86,,-1
,,,,,1260.0,28.0,,,,,,7004.0,,,,,,,,128.0,160.0,,6.0,72.0,,,153.2,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,3.5488150000000003,,,,,,,,36.0,,,,,,,6.0,154,28.0,,1397688.0,,0.0,,,22913.37,,5.0,,12.0,,,,,,,,,1239.0,,,,,,,,,,,,,,,56.0,,,88.0,-168304.4,,,,,,420.0,,,,0.0,,53613.0,,,,,,,0.0,121240.0,119160.0,,,,,,465.0,,,0.0,9.0,,,,,246365.0,,,,1456272.0,,,,,,,10.0,,,290514.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,8I1r4RXXnK,AERks4l,SEuy,taul,1K8T,ChAX,fhk21Ss,rRTn3fZ,zFjBeu7,smXZ,NFnH,9_Y1,ZKJc,09_Q,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,CX5T1vI,,teAaNR4,CPdc,cJvF,FzaX,4UxGlow,zCkv,catzS2D,jySVZNlOJy,,xG3x,7FJQ,ZI9m,ib5G6X1eUxUn6,am7c,,-1
,,,,,2142.0,7.0,,,,,,276.0,,,,,,,,268.0,335.0,,10.0,112.0,,,99.68,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,7713.04,,,,,,0.29908140000000005,,,,,,,,18.0,,,,,,,,136,84.0,,162800.0,,0.0,,,2706.1740000000004,,0.0,,20.0,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,160.0,12955.0,,,,,,1010.0,,,,0.0,,67842.0,,,,,,,0.0,71430.0,11296.0,,,,,,105.0,,,0.0,9.0,,,,,48566.0,,,,254748.0,,,,,,,46.0,,,140418.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,KXMrEyXXnK,g62hiBSaKg,SEuy,taul,1K8T,z32l,fhk21Ss,aEghjcMgI1QYJu7y,daRR4zP,smXZ,lnd7,9_Y1,H1uM,VpdQ,haYg,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,zulHmrs,,TDcgSkF,2xNt,UYBR,FzaX,4UxGlow,zCkv,catzS2D,LM8l689qOp,,xG3x,Aoh3,ZI9m,ib5G6X1eUxUn6,am7c,,1
,,,,,560.0,7.0,,,,,,2236.0,,,,,,,,104.0,130.0,,4.0,48.0,,,286.96,,,,,,,0.0,,,174264.0,,,,,,0.0,,,,,,,,,,,,,1.6718650000000002,,,,,,,,9.0,,,,,,,3.0,170,91.0,,3283224.0,,0.0,,,187442.7,,0.0,,4.0,,,,,,,,,57537.0,,,,,,,,,,,,,,,24.0,,,40.0,-75073.6,,,,,,200.0,,,,6.0,,82737.0,8.0,,,,,,0.0,5076000.0,1008004.0,,,,,,5425.0,,,0.0,36.0,,,,,1209600.0,,,,8525800.0,,,,,,,24.0,,,1036800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Foxt0Go8Lb,AERks4l,SEuy,taul,1K8T,7gSz,fhk21Ss,6uerj6GG35,FN8CtjG,smXZ,GgCV,9_Y1,rGJy,VpdQ,6JmL,7M47J5GA0pTYIFxg5uy,kIsH,,uKAI,L84s,4kVnq_T26xq1p,,nQCQvdB,,pMWxMsR,eAWe,UYBR,AU8_WTd,4UxGlow,zCkv,catzS2D,jySVZNlOJy,,kG3k,Qu4f,ZI9m,ib5G6X1eUxUn6,am7c,,-1
,,,,,231.0,0.0,,,,,,0.0,,,,,,,,168.0,210.0,,0.0,80.0,,,166.56,,,,,,,0.0,,,4140.0,,,,,,0.0,,,,,,,,,,,,,5.331980000000001,,,,,,,,9.0,,,,,,,,20,0.0,,52672.0,,0.0,,,37548.9,,0.0,,6.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,24.0,-25387.08,,,,,,495.0,,,,6.0,,0.0,-26.0,,,,,,0.0,413860.0,125364.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,648352.0,,,,,,,50.0,,,56160.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,vNEvyxLp3Z,RO12,,taul,1K8T,TyGl,HLT7JO2,ThrnFOQ,,,jzzw,9_Y1,_r21,09_Q,IYzP,DHn_WUyBhW_whjA88g9bvA64_,kIsH,,uKAI,L84s,CrNX,,,,NGZ_12K,0F08,cJvF,FzaX,hN8J9Bn,d0EEeJi,U90PDZ1,LM8l689qOp,,,xb3V,nIGXDli,F2FyR07IdsN7I,,,-1
,,,,,1134.0,14.0,,,,,,1664.0,,,,,,,,144.0,180.0,,0.0,184.0,,,253.52,,,,,,,0.0,,,1327794.0,,,,,,0.0,,,,,,,,,,,,,0.5936766,,,,,,,,18.0,,,,,,,6.0,82,7.0,,259640.0,,0.0,,,143940.6,,0.0,,14.0,,,,,,,,,34728.0,,,,,,,,,,,,,,,32.0,,,8.0,169471.6,,,,,,605.0,,,,18.0,,72864.0,34.0,,,,,,0.0,198430.0,3444900.0,,,,,,1890.0,,,0.0,9.0,,,,,0.0,,,,10482760.0,,,,,,,4.0,,,3628800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,DHeq9ayfAo,RO12,,taul,1K8T,_8YK,PHNvXy8,wzp8d8N5VniGX,6LqlGw1,,xt4K,9_Y1,kJJ7,,43pnToF,NKv3VA1BpP,kIsH,,uKAI,L84s,Ie_5MZs,,iskDWP3,,cUQ92TK,LXcv,cJvF,FzaX,UF16siJ,zCkv,APgdzOv,LM8l689qOp,,ELof,7P5s,6fzt,xwM2aC7IdeMC0,am7c,,-1
,,,,,665.0,7.0,,,,,,364.0,,,,,,,,28.0,35.0,,0.0,32.0,,,253.52,,,,,,,0.0,,,3628800.0,,,,,,0.0,,,,,,,24989.2,,,,,,4.02179,,,,,,,,9.0,,,,,,,,42,70.0,,1733040.0,,0.0,,,247745.1,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,8.0,401744.0,,,,,,305.0,,,,6.0,,11583.0,18.0,,,,,,0.0,663740.0,3599420.0,,,,,,105.0,,,0.0,18.0,,,,,0.0,,,,11015560.0,,,,,,,2.0,,,0.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,LDPq9ayfAo,RO12,,taul,1K8T,tzKK,oKsWccX,rZiSQUAJZCIGDC4R,,,Q4M3,9_Y1,vm5R,VpdQ,zm5i,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,mAjbk_S,CyBS,cJvF,FzaX,_Px1UQz,oslk,35dYyXX,LM8l689qOp,,,7P5s,RAYp,F2FyR07IdsN7I,,,-1
,,,,,1001.0,7.0,,,,,,2160.0,,,,,,,,144.0,180.0,,2.0,48.0,,,286.96,,,,,,,0.0,,,2805270.0,,,,,,0.0,,,,,,,,,,,,,0.44477669999999997,,,,,,,,27.0,,,,,,,3.0,82,1694.0,,2534568.0,,0.0,,,119689.8,,15.0,,4.0,,,,,,,,,27972.0,,,,,,,,,,,,,,,32.0,,,32.0,130225.2,,,,,,535.0,,,,42.0,,14481.0,-20.0,,,,,,0.0,4862970.0,950462.0,,,,,,450.0,,,0.0,18.0,,,,,554435.0,,,,10512920.0,,,,,,,28.0,,,950472.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,Iskvyx875g,RO12,SEuy,taul,1K8T,pGTb,au1viRg,FoJylxy,7zhcXNA,smXZ,yr9u,9_Y1,MBhA,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,Uwd3Zc7,,mAjbk_S,QORN,UYBR,FzaX,iEXOjel,oslk,PgO2Oqu,LM8l689qOp,,kG3k,WqMG,RAYp,F2FyR07IdsN7I,am7c,,-1
,,,,,623.0,0.0,,,,,,0.0,,,,,,,,400.0,500.0,,10.0,96.0,,,299.84,,,,,,,0.0,,,6869340.0,,,,,,9.0,,,,,,,,,,,,,5.9867550000000005,,,,,,,,9.0,,,,,,,3.0,18,0.0,,2139984.0,,6.0,,,60862.2,,30.0,,8.0,,,,,,,,,121539.0,,,,,,,,,,,,,,,72.0,,,112.0,50016.4,,,,,,1730.0,,,,120.0,,0.0,-8.0,,,,,,24.0,2371040.0,590326.0,,,,,,0.0,,,0.0,0.0,,,,,338849.0,,,,10682400.0,,,,,,,88.0,,,557598.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,dRarjIK12c,RO12,,taul,1K8T,lK27,jCepSrJ,pukejdhvE1QY4mVf,,,Niz0,9_Y1,7WNq,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwOAni,Ohac,UYBR,FzaX,Oy_RPEi,oslk,FS4qjNq,LM8l689qOp,,,WqMG,RAYp,F2FyR07IdsN7I,,,-1
,,,,,1043.0,0.0,,,,,,0.0,,,,,,,,816.0,1020.0,,28.0,328.0,,,86.96,,,,,,,15.0,,,636114.0,,,,,,0.0,,,,,,,,,,,,,2.166631,,,,,,,,9.0,,,,,,,3.0,16,0.0,,1410144.0,,3.0,,,24434.94,,190.0,,50.0,,,,,,,,,3516.0,,,,,,,,,,,,,,,384.0,,,264.0,-836304.0,,,,,,1855.0,,,,258.0,,0.0,4.0,,,,,,32.0,857715.0,175576.0,,,,,,0.0,,,0.0,0.0,,,,,245609.0,,,,2748296.0,,,,,,,48.0,,,380886.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,162.0,,,Mtpt0G8EIb,RO12,,taul,1K8T,NF63,qEdASpP,YmZmFZu,,,BBwD,9_Y1,k13i,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,uZL60aU,Ads6,UYBR,FzaX,0AJo2f2,oslk,2Kb5FSF,LM8l689qOp,,,fKCe,RAYp,F2FyR07IdsN7I,,,-1
,,,0.0,,,,,,,,,,,,,10.0,0.0,0.0,,,,,,,,,,,,,,,,,,329814.0,,,,,,,,,,,,,,,,,,,,4.838069,,,,,,,,,,,,,,,,8,,,,,,,,,0.0,,,,,,55.0,,,,,,,,,,,64.0,,0.0,58239.9,,,,0.0,,,,,,,-2059416.0,,,,549236.0,,,,,,,0.0,,-16.0,0.0,77.0,,,,,,,227.5,,,0.0,,,,,,,66.0,,,,,125475.0,,6.0,,,5.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,275202.9,,,4.0,,,,,0.0,,,2018154.0,,,,,,,,,r__I,yaKt0Go8Lb,RO12,,taul,1K8T,ssAy,8DBOkab,e1XhvTunuD,,,D9uL,9_Y1,MGOA,VpdQ,,me75fM6ugJ,kIsH,,uKAI,Mtgm,NhsEn4L,,,,7WwOAni,4Fqz,UYBR,,0bjfql_,oslk,c1HOTZB,,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,,,0.0,,,,,,,,,,,,,5.0,12.0,0.0,,,,,,,,,,,,,,,,,,2396727.0,,,,,,,,,,,,,,,,,,,,2.828455,,,,,,,,,,,,,,,,8,,,,,,,,,6.0,,,,,,60.0,,,,,,,,,,,40.0,,9.0,,,,,0.0,,,,,,,-1329192.0,,,,419370.0,,,,,,,1382424.0,,4.0,16.0,84.0,,,,,,,32.34,,,0.0,,,,,,,72.0,,,,,252245.0,,12.0,,,0.0,,,0.0,,,0.0,,,0.0,0.0,,,,,,524430.0,,,16.0,,,,,0.0,,,4195440.0,,,,,,,150.0,,r__I,DHeTmBftjz,RO12,,taul,1K8T,OY2L,pro8v8X,ErM0Vcg68N,,,oC18,9_Y1,4N0K,VpdQ,,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kq0l43t,Etfx,cJvF,FzaX,meWVy8V,oslk,DQ3u3MC,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,,,,,175.0,0.0,,,,,,0.0,,,,,,,,140.0,175.0,,4.0,48.0,,,286.96,,,,,,,0.0,,,4354398.0,,,,,,0.0,,,,,,,,,,,,,1.482803,,,,,,,,18.0,,,,,,,3.0,16,0.0,,1900920.0,,0.0,,,202639.2,,15.0,,6.0,,,,,,,,,33981.0,,,,,,,,,,,,,,,32.0,,,24.0,129904.8,,,,,,460.0,,,,66.0,,0.0,4.0,,,,,,0.0,3564225.0,950460.0,,,,,,0.0,,,0.0,0.0,,,,,1108870.0,,,,10506600.0,,,,,,,18.0,,,1425684.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,vAsTmBfHUn,RO12,,taul,1K8T,LFM_,65yJUS7,Pkku4gO,,,bLJj,9_Y1,4N0K,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJtVhC,R2xD,UYBR,FzaX,qcEvOIl,oslk,INp7j0h,LM8l689qOp,,,Qu4f,RAYp,F2FyR07IdsN7I,,,-1
,,,,,2338.0,7.0,,,,,,84.0,,,,,,,,376.0,470.0,,16.0,344.0,,,166.56,,,,,,,0.0,,,8754.0,,,,,,0.0,,,,,,,,,,,,,6.025208,,,,,,,,9.0,,,,,,,,58,0.0,,514080.0,,0.0,,,13143.6,,0.0,,28.0,,,,,,,,,,,,,,,,,,,,,,,,128.0,,,112.0,-977532.0,,,,,,1255.0,,,,18.0,,55359.0,34.0,,,,,,0.0,436540.0,331310.0,,,,,,710.0,,,0.0,0.0,,,,,356167.0,,,,1573256.0,,,,,,,40.0,,,447792.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,cFHt0GoOh3,AERks4l,,taul,1K8T,ujBx,qQKVp7s,ysXNRVs,nFLJ1Ae,,FPQc,9_Y1,C7DI,VpdQ,IYzP,GjJ35utlTa_GNSvxxpb9ju,kIsH,,uKAI,L84s,JBfYVit4g8,,SiOdrMe,,NGZTVtA,J2ax,cJvF,FzaX,wvSrYcf,Al6ZaUT,pfURltV,jySVZNlOJy,,ELof,Qu4f,02N6s8f,xwM2aC7IdeMC0,,,-1
,,,,,1512.0,7.0,,,,,,1904.0,,,,,,,,192.0,240.0,,2.0,80.0,,,326.16,,,,,,,5.0,,,3947436.0,,,,,,0.0,,,,,,,220436.8,,,,,,2.136082,,,,,,,,9.0,,,,,,,3.0,136,42.0,,481224.0,,0.0,,,14203.65,,15.0,,8.0,,,,,,,,,19668.0,,,,,,,,,,,,,,,40.0,,,88.0,157222.8,,,,,,860.0,,,,54.0,,8307.0,,,,,,,16.0,1450065.0,437086.0,,,,,,1535.0,,,0.0,9.0,,,,,99694.0,,,,6840040.0,,,,,,,22.0,,,1511088.0,,,,,,,,,,0.0,,,,,,,,7.0,,,,,,,,,,,npOBcmzkzH,RO12,,taul,1K8T,kwI9,QiwK0yW,Yi49a6G,NDkb3rI,,ZXWs,9_Y1,yrDU,VpdQ,hAFG,Kxdu,kIsH,,uKAI,L84s,FMSzZ91zL2,,RfUbB3h,,pMW6Pnu,78WQ,cJvF,OFWH,Fpzip6Z,zCkv,YAqrS2Y,LM8l689qOp,,ELof,Qcbd,6fzt,4rd_,,,-1
,,,,,2268.0,7.0,,,,,,1256.0,,,,,,,,304.0,380.0,,18.0,296.0,,,133.12,,,,,,,0.0,,,174.0,,,,,,0.0,,,,,,,,,,,,,4.241188,,,,,,,,45.0,,,,,,,6.0,62,182.0,,346752.0,,0.0,,,6853.5,,0.0,,30.0,,,,,,,,,37665.0,,,,,,,,,,,,,,,120.0,,,128.0,26850.44,,,,,,1705.0,,,,6.0,,4140.0,-6.0,,,,,,0.0,128295.0,151290.0,,,,,,1005.0,,,0.0,0.0,,,,,235606.0,,,,708472.0,,,,,,,14.0,,,194646.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,,,,2jigUH7ejg,RO12,,taul,1K8T,lK27,3cuvZgk,V_KvNzO,7aLZUPC,,F3ln,9_Y1,m_h1,VpdQ,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,AJZNAJ3,,TDceha3,v8k3,cJvF,AU8pNoi,9WBo2f2,oslk,OXJML05,LM8l689qOp,,ELof,WqMG,RAYp,F2FyR07IdsN7I,mj86,,-1
,,,,,119.0,0.0,,,,,,0.0,,,,,,,,124.0,155.0,,0.0,152.0,,,290.48,,,,,,,0.0,,,0.0,,,,,,0.0,,,,,,,,,,,,,5.771843,,,,,,,,18.0,,,,,,,,16,0.0,,691200.0,,0.0,,,208239.3,,5.0,,14.0,,,,,,,,,,,,,,,,,,,,,,,,40.0,,,8.0,387524.4,,,,,,315.0,,,,0.0,,0.0,4.0,,,,,,0.0,1273965.0,3283200.0,,,,,,0.0,,,0.0,0.0,,,,,0.0,,,,10467520.0,,,,,,,6.0,,,3628800.0,,,,,,,,,,0.0,,,,,,,,0.0,,,,,,,,354.0,,,J9Vr4RQZiT,RO12,,taul,1K8T,JLbT,tAqnaaX,98kUPa9,,,tF7g,9_Y1,z5Ry,09_Q,IYzP,me75fM6ugJ,kIsH,,uKAI,L84s,NhsEn4L,,,,kZJyVg2,rJVR,UYBR,,B0LYjZW,oslk,4YxEVaf,,,,FSa2,RAYp,F2FyR07IdsN7I,,,1
